record_id,subject_id,session_id,timestamp_ms,delta_band_power,theta_band_power,alpha_band_power,beta_band_power,gamma_band_power,signal_noise_ratio,eye_blink_artifact,mental_task_type,focus_level_score,cognitive_state
2491,33,1,558811,2.612,3.074,0.927,7.314,0.875,21.93,No,Cognitive Load,85.39,Fatigued
2492,6,9,197127,3.741,5.925,3.307,4.255,0.648,38.48,No,Visual Stimulus,45.28,Relaxed
2493,41,9,316759,2.882,2.839,3.979,2.71,0.581,34.39,Yes,Visual Stimulus,99.84,Relaxed
2494,39,7,489858,2.28,3.822,5.068,3.758,3.466,37.96,No,Resting,0.04,Focused
2495,4,10,503256,1.951,0.8,0.549,1.174,0.223,33.22,No,Visual Stimulus,10.95,Relaxed
2496,13,3,10514,3.247,5.132,7.923,3.652,3.91,17.42,No,Cognitive Load,30.18,Focused
2497,49,5,47456,4.726,4.065,3.23,4.877,0.874,33.42,No,Motor Imagery,2.55,Focused
2498,2,4,7233,3.523,2.722,6.861,9.577,0.53,37.3,No,Cognitive Load,78.23,Relaxed
2499,5,7,263246,0.836,0.589,4.512,3.477,2.35,38.15,Yes,Visual Stimulus,5.28,Distracted
2500,44,9,66133,2.573,3.754,1.478,9.073,0.412,28.91,No,Motor Imagery,74.9,Distracted
2501,27,2,478409,4.509,0.57,6.482,2.674,2.45,12.4,No,Resting,5.26,Relaxed
2502,32,8,399472,0.925,0.507,5.824,2.314,3.417,6.39,No,Motor Imagery,25.27,Fatigued
2503,21,9,108684,4.95,3.889,4.456,5.43,0.287,10.15,No,Resting,84.13,Relaxed
2504,8,10,326944,4.771,1.54,4.359,6.889,3.219,38.79,No,Cognitive Load,95.11,Fatigued
2505,38,10,522116,0.852,1.555,1.156,0.921,1.638,21.17,No,Motor Imagery,41.45,Distracted
2506,8,9,565836,4.7,4.093,5.419,2.6,0.722,34.92,No,Motor Imagery,96.99,Fatigued
2507,50,10,209272,2.134,0.795,7.334,4.829,0.787,21.28,No,Motor Imagery,62.69,Relaxed
2508,3,7,435583,4.301,2.224,1.199,3.645,3.683,28.13,No,Resting,41.58,Fatigued
2509,44,9,220994,2.383,1.322,2.476,7.27,0.531,5.84,No,Resting,80.28,Focused
2510,3,9,127602,2.484,3.691,7.267,5.356,3.48,13.75,Yes,Cognitive Load,29.53,Focused
2511,22,3,423471,3.354,4.14,2.633,2.023,2.223,20.27,No,Cognitive Load,26.58,Relaxed
2512,6,4,545470,3.985,4.466,5.405,8.997,0.252,27.07,No,Visual Stimulus,65.65,Relaxed
2513,2,2,301517,0.652,1.904,4.511,3.283,1.911,11.0,No,Resting,39.05,Relaxed
2514,23,10,305163,3.169,0.991,4.972,7.446,3.288,31.76,No,Cognitive Load,13.59,Distracted
2515,44,3,193691,1.34,0.933,3.618,7.909,2.932,17.75,No,Motor Imagery,6.7,Distracted
2516,2,5,278187,2.057,2.844,2.75,9.65,2.006,33.61,No,Motor Imagery,78.78,Distracted
2517,38,5,438748,2.066,5.702,0.864,5.236,3.454,8.43,No,Motor Imagery,67.59,Focused
2518,17,6,232362,2.611,1.698,6.082,6.35,0.569,28.79,No,Cognitive Load,41.18,Fatigued
2519,35,7,197008,2.004,1.912,6.096,3.681,3.649,15.27,Yes,Motor Imagery,89.62,Focused
2520,34,7,281383,0.983,1.055,5.53,6.943,3.401,32.84,No,Motor Imagery,41.09,Fatigued
2521,23,1,141488,1.155,3.831,5.327,4.902,2.862,19.08,No,Resting,71.03,Fatigued
2522,30,2,548694,0.65,4.239,2.328,4.658,3.29,28.29,No,Resting,90.91,Relaxed
2523,8,9,264019,2.616,4.036,0.668,8.627,2.221,37.7,No,Cognitive Load,84.07,Relaxed
2524,22,10,512447,4.795,5.236,6.565,0.977,2.733,5.72,No,Resting,51.11,Distracted
2525,44,2,495288,1.021,3.175,4.184,8.879,2.286,5.39,No,Visual Stimulus,68.06,Relaxed
2526,36,6,398968,4.758,1.24,2.801,8.595,1.486,31.96,No,Cognitive Load,41.37,Focused
2527,5,1,479969,3.8,2.092,1.264,5.31,2.319,27.62,No,Visual Stimulus,64.72,Focused
2528,13,3,209097,3.369,4.143,0.97,5.157,1.104,15.25,Yes,Visual Stimulus,25.76,Focused
2529,29,2,394569,3.404,3.872,3.117,3.937,1.817,22.3,No,Cognitive Load,43.47,Relaxed
2530,31,3,200919,4.22,3.421,6.536,9.945,1.195,6.47,Yes,Resting,20.95,Relaxed
2531,47,5,10794,0.981,4.256,7.39,1.556,0.579,11.74,No,Resting,3.82,Fatigued
2532,16,10,199542,2.771,4.006,7.226,6.107,1.355,19.86,No,Cognitive Load,58.85,Fatigued
2533,42,6,338074,3.637,5.347,7.4,6.976,3.423,34.19,No,Visual Stimulus,86.44,Relaxed
2534,30,9,41708,3.141,3.723,7.308,9.376,1.586,21.79,No,Cognitive Load,2.56,Focused
2535,16,10,174469,4.248,4.782,4.454,7.912,3.017,25.52,Yes,Cognitive Load,19.6,Relaxed
2536,12,4,355992,0.825,1.868,2.146,6.617,0.783,35.58,No,Motor Imagery,46.02,Distracted
2537,17,7,408654,3.608,4.23,6.485,1.61,1.755,15.81,No,Motor Imagery,66.59,Distracted
2538,16,6,542770,2.903,5.462,2.103,4.05,0.548,29.52,No,Visual Stimulus,17.12,Focused
2539,12,2,163543,2.206,2.622,2.504,1.819,0.641,35.16,No,Resting,5.67,Distracted
2540,8,10,371557,2.031,4.785,2.249,8.872,2.508,12.09,No,Motor Imagery,51.9,Relaxed
2541,20,8,499964,3.294,4.486,4.362,7.621,2.469,17.48,No,Motor Imagery,81.87,Relaxed
2542,3,7,54213,4.509,0.827,2.914,7.697,0.932,39.29,No,Visual Stimulus,3.52,Fatigued
2543,16,7,238697,2.733,3.698,1.656,6.696,1.95,39.41,No,Cognitive Load,34.94,Distracted
2544,30,8,347328,4.211,1.216,3.899,5.317,3.467,12.81,No,Motor Imagery,66.35,Distracted
2545,45,1,5435,2.31,5.82,7.054,1.925,0.779,7.33,No,Resting,13.07,Distracted
2546,23,1,139565,0.961,4.963,4.779,3.632,0.175,14.48,Yes,Visual Stimulus,23.59,Distracted
2547,28,8,203299,0.777,1.103,7.088,1.801,2.643,18.92,No,Motor Imagery,53.55,Focused
2548,40,4,282533,0.731,1.17,1.969,7.387,0.309,20.44,No,Visual Stimulus,95.32,Focused
2549,5,5,31498,2.211,3.77,1.752,2.022,3.922,26.66,No,Motor Imagery,28.73,Relaxed
2550,20,8,560113,2.018,2.397,4.817,7.17,2.478,36.48,No,Motor Imagery,48.75,Distracted
2551,40,5,279078,3.731,0.692,3.975,7.076,1.935,16.56,No,Visual Stimulus,39.99,Fatigued
2552,44,10,529862,3.843,3.479,5.451,4.863,1.777,34.75,No,Resting,89.74,Relaxed
2553,1,4,42782,0.729,2.633,6.46,1.785,2.335,8.27,No,Resting,7.19,Relaxed
2554,30,6,447628,1.495,1.056,6.135,3.491,0.453,6.47,Yes,Cognitive Load,56.61,Focused
2555,21,5,60561,1.734,4.911,7.567,3.541,3.727,22.64,No,Motor Imagery,84.61,Relaxed
2556,20,7,470440,2.964,5.533,3.487,7.154,2.54,7.09,No,Cognitive Load,98.81,Fatigued
2557,6,10,464535,1.15,4.661,2.048,1.581,0.818,18.74,Yes,Visual Stimulus,69.87,Distracted
2558,22,7,492232,1.103,5.023,4.632,8.376,2.294,36.39,No,Cognitive Load,37.99,Relaxed
2559,18,4,551039,4.747,1.691,1.331,7.73,0.62,13.45,No,Visual Stimulus,41.18,Fatigued
2560,8,5,300318,4.119,1.95,2.666,2.27,0.168,29.71,No,Resting,35.17,Focused
2561,39,3,56572,1.313,1.647,2.059,7.332,2.559,15.58,No,Visual Stimulus,60.36,Focused
2562,32,4,405257,2.33,4.708,3.474,6.851,2.629,6.57,No,Visual Stimulus,73.94,Distracted
2563,33,4,416443,2.1,5.714,1.334,7.607,2.376,24.48,No,Cognitive Load,81.95,Relaxed
2564,16,3,36069,4.06,4.443,0.739,2.295,0.816,34.22,No,Motor Imagery,41.66,Fatigued
2565,12,10,387902,2.796,5.348,5.426,1.997,2.453,19.33,No,Cognitive Load,71.67,Focused
2566,38,5,90715,1.075,4.013,5.077,2.747,0.32,26.61,Yes,Resting,91.62,Fatigued
2567,34,5,70793,3.825,2.632,5.813,3.976,2.476,36.5,No,Resting,92.08,Focused
2568,14,7,439717,2.286,2.842,5.453,8.04,2.261,32.64,No,Resting,70.4,Focused
2569,36,4,402993,1.683,0.914,1.357,7.51,2.655,11.79,No,Motor Imagery,63.69,Distracted
2570,33,4,142321,2.19,0.673,2.683,9.292,3.592,30.67,No,Cognitive Load,53.15,Fatigued
2571,23,9,21390,2.74,4.325,1.471,1.057,3.416,22.57,Yes,Visual Stimulus,18.32,Fatigued
2572,50,6,20369,2.044,2.911,6.822,0.61,3.925,31.11,No,Visual Stimulus,12.36,Fatigued
2573,45,4,143953,1.589,3.537,6.102,7.142,3.907,22.31,No,Motor Imagery,48.57,Focused
2574,2,2,271731,2.293,3.567,2.011,3.153,3.112,9.48,No,Resting,15.94,Distracted
2575,41,6,224872,0.586,2.026,3.06,3.674,3.83,24.95,No,Motor Imagery,57.7,Fatigued
2576,21,2,467543,3.976,3.117,7.75,5.695,3.482,22.22,Yes,Visual Stimulus,64.57,Relaxed
2577,2,5,481127,1.269,3.089,4.956,1.473,2.938,23.13,No,Resting,52.56,Fatigued
2578,27,6,481363,0.698,2.636,6.509,6.606,0.394,35.76,No,Motor Imagery,3.64,Focused
2579,9,4,510790,3.442,5.014,2.484,3.589,0.291,36.32,No,Visual Stimulus,5.77,Distracted
2580,1,3,47013,3.983,2.981,2.075,6.511,3.367,20.87,Yes,Visual Stimulus,11.33,Fatigued
2581,11,7,146826,4.162,3.82,6.379,8.423,2.01,20.95,No,Motor Imagery,15.36,Fatigued
2582,3,2,78113,2.721,5.425,5.644,2.126,3.277,23.03,No,Visual Stimulus,98.99,Fatigued
2583,23,6,489847,1.424,5.264,5.607,9.343,1.32,23.19,No,Cognitive Load,34.45,Relaxed
2584,26,4,35282,3.818,5.397,4.645,5.542,1.651,38.26,No,Cognitive Load,29.2,Focused
2585,4,6,167809,3.649,1.985,4.727,9.268,2.831,27.73,No,Resting,5.23,Relaxed
2586,18,4,511188,1.608,0.692,6.018,2.473,3.67,14.71,No,Cognitive Load,63.53,Relaxed
2587,6,4,490643,4.565,1.936,2.525,6.243,0.442,23.6,No,Cognitive Load,65.22,Focused
2588,35,4,286268,0.97,2.033,3.146,4.337,3.46,26.95,No,Motor Imagery,17.54,Focused
2589,22,9,395412,4.922,5.501,7.037,7.855,3.193,27.39,No,Resting,91.92,Fatigued
2590,43,7,392515,4.371,4.071,2.816,6.256,1.331,25.48,No,Motor Imagery,80.05,Focused
2591,15,3,96651,3.596,0.949,4.597,5.198,1.485,11.22,Yes,Motor Imagery,23.03,Fatigued
2592,22,3,246549,4.724,1.245,5.77,9.173,0.281,6.18,No,Cognitive Load,48.58,Relaxed
2593,37,6,85395,3.75,1.356,7.999,4.083,0.161,16.82,Yes,Cognitive Load,45.84,Fatigued
2594,42,6,535633,1.357,3.967,3.765,2.59,1.96,19.96,No,Visual Stimulus,34.85,Focused
2595,12,4,392573,2.49,4.545,3.711,6.277,0.473,7.16,No,Visual Stimulus,81.76,Fatigued
2596,47,9,536343,0.822,5.228,6.819,6.428,0.857,33.52,No,Resting,10.93,Relaxed
2597,49,4,365837,2.253,5.674,6.541,4.671,3.402,17.04,Yes,Cognitive Load,41.53,Focused
2598,42,9,85283,3.837,1.609,5.983,5.123,2.327,36.98,No,Visual Stimulus,42.8,Focused
2599,38,4,44484,2.239,2.204,3.974,9.616,2.571,10.4,No,Motor Imagery,46.87,Distracted
2600,18,2,90135,1.986,1.822,2.93,7.461,0.831,6.99,No,Cognitive Load,86.13,Fatigued
2601,45,2,297915,3.179,2.473,5.065,1.551,3.332,21.88,No,Resting,21.82,Fatigued
2602,35,5,505694,4.425,5.531,7.072,2.515,3.485,11.62,No,Resting,10.29,Fatigued
2603,30,4,188726,0.714,3.663,7.128,9.768,2.141,37.81,Yes,Motor Imagery,61.78,Relaxed
2604,24,7,439756,2.235,4.56,1.314,7.401,3.659,5.36,No,Visual Stimulus,17.38,Relaxed
2605,42,5,214223,1.212,3.196,3.713,9.193,3.395,19.44,Yes,Motor Imagery,7.49,Focused
2606,30,6,117399,3.629,0.659,3.985,3.387,2.952,37.44,Yes,Visual Stimulus,42.66,Focused
2607,14,10,515609,0.976,0.853,7.832,7.548,2.963,18.45,No,Cognitive Load,21.96,Relaxed
2608,6,4,180645,3.492,3.459,5.585,7.283,0.511,8.26,No,Resting,36.12,Fatigued
2609,3,2,129344,1.788,4.453,3.554,3.3,1.156,15.6,No,Visual Stimulus,25.97,Fatigued
2610,16,10,142832,1.395,1.684,0.695,5.733,0.361,22.43,No,Motor Imagery,9.26,Relaxed
2611,7,9,287906,4.714,4.471,4.74,6.46,0.134,11.48,Yes,Cognitive Load,56.03,Fatigued
2612,14,10,182058,0.583,4.959,1.221,5.071,0.717,21.33,No,Visual Stimulus,2.7,Relaxed
2613,9,7,171172,2.47,2.765,6.758,8.358,3.534,34.27,No,Cognitive Load,96.64,Fatigued
2614,15,4,136016,0.597,4.605,6.144,8.412,1.036,35.54,No,Cognitive Load,34.13,Fatigued
2615,21,3,48825,2.676,2.722,3.954,8.581,3.884,6.72,No,Motor Imagery,69.52,Distracted
2616,35,10,13877,2.755,4.231,3.719,8.133,2.429,10.63,No,Motor Imagery,81.04,Focused
2617,2,3,423206,1.947,4.702,7.23,5.137,1.025,14.64,No,Cognitive Load,27.91,Fatigued
2618,27,9,129065,1.095,5.956,2.663,4.124,2.039,25.82,No,Cognitive Load,74.87,Fatigued
2619,2,5,361756,2.194,2.4,2.368,8.398,0.954,17.63,Yes,Visual Stimulus,83.24,Relaxed
2620,35,3,117674,3.525,2.761,7.544,5.157,3.937,34.54,No,Motor Imagery,24.13,Distracted
2621,18,5,115074,4.021,1.411,6.569,2.841,3.404,30.08,No,Visual Stimulus,99.25,Distracted
2622,14,2,517257,2.888,1.622,6.655,5.32,0.202,8.52,Yes,Resting,2.07,Relaxed
2623,20,4,396474,3.154,4.314,1.964,1.848,3.796,26.86,No,Visual Stimulus,21.7,Relaxed
2624,18,10,251881,1.403,5.544,1.575,7.07,2.912,8.96,No,Cognitive Load,78.0,Relaxed
2625,10,2,31629,1.793,2.67,0.695,3.691,0.421,13.93,No,Resting,19.41,Fatigued
2626,25,2,154030,1.229,1.489,2.278,2.976,2.715,11.23,Yes,Visual Stimulus,69.83,Relaxed
2627,2,8,432681,1.622,2.068,6.306,9.587,2.623,11.06,No,Resting,85.55,Focused
2628,25,1,469791,1.512,3.003,2.3,7.88,0.953,26.57,No,Motor Imagery,95.92,Relaxed
2629,33,7,487849,2.838,2.099,5.968,7.977,3.058,24.73,Yes,Visual Stimulus,47.42,Fatigued
2630,36,5,415769,3.032,1.785,2.389,6.425,0.44,11.16,Yes,Visual Stimulus,97.11,Focused
2631,31,8,262199,4.752,4.548,3.465,8.472,2.009,39.66,No,Motor Imagery,41.16,Fatigued
2632,14,1,88697,1.38,0.543,7.874,7.712,0.139,19.76,Yes,Visual Stimulus,21.81,Focused
2633,1,7,101505,3.388,3.466,2.336,6.188,3.878,8.4,No,Resting,51.39,Focused
2634,46,5,342864,4.178,4.866,3.323,9.631,3.031,9.22,No,Motor Imagery,64.98,Focused
2635,16,4,156390,3.021,1.964,2.758,2.32,0.72,25.44,No,Resting,45.8,Fatigued
2636,46,7,33734,1.648,3.818,1.322,9.462,1.433,39.27,No,Visual Stimulus,56.7,Focused
2637,3,10,213299,1.681,4.179,4.174,4.314,0.726,25.02,No,Visual Stimulus,41.64,Distracted
2638,35,2,142728,0.677,4.103,3.34,5.52,3.09,38.22,Yes,Visual Stimulus,52.48,Distracted
2639,41,1,504609,1.874,2.952,5.712,1.666,0.33,20.54,No,Visual Stimulus,95.26,Fatigued
2640,6,1,396848,3.851,2.406,6.632,5.631,3.378,20.25,No,Resting,49.98,Distracted
2641,25,1,323923,0.714,5.098,4.582,6.306,3.775,22.5,Yes,Visual Stimulus,25.32,Focused
2642,13,5,383331,1.487,4.671,0.741,9.978,2.739,29.41,No,Motor Imagery,75.87,Relaxed
2643,34,10,116603,3.678,2.267,5.142,9.764,0.931,17.87,No,Motor Imagery,33.76,Relaxed
2644,8,7,541228,4.022,1.067,0.915,9.681,1.504,35.24,No,Cognitive Load,81.62,Focused
2645,21,2,49297,2.549,0.895,5.123,3.81,1.961,6.02,No,Motor Imagery,5.68,Distracted
2646,34,10,60107,3.641,1.019,5.638,9.917,2.458,20.39,No,Cognitive Load,33.22,Focused
2647,4,8,344937,2.246,3.706,1.983,4.827,2.708,22.88,No,Motor Imagery,9.44,Relaxed
2648,25,4,409898,1.22,0.784,6.645,8.592,2.261,26.25,No,Motor Imagery,8.53,Relaxed
2649,15,3,543910,2.292,2.353,7.333,2.555,1.47,14.66,No,Visual Stimulus,65.84,Fatigued
2650,4,10,292552,3.11,4.643,6.598,5.305,3.575,19.96,Yes,Motor Imagery,38.53,Relaxed
2651,45,8,146479,4.766,2.119,2.788,9.677,0.417,21.96,Yes,Visual Stimulus,87.15,Fatigued
2652,12,2,160381,0.809,4.698,4.9,9.497,1.918,29.04,No,Visual Stimulus,51.64,Distracted
2653,32,3,93190,2.783,4.6,7.361,6.995,3.125,32.07,No,Motor Imagery,29.53,Focused
2654,32,3,412111,1.98,1.852,2.905,8.079,0.337,30.82,No,Resting,72.09,Fatigued
2655,28,10,217984,2.787,4.509,6.65,2.176,2.851,16.96,No,Visual Stimulus,62.4,Focused
2656,13,1,524658,0.608,4.613,0.571,7.356,3.297,39.98,Yes,Motor Imagery,79.96,Fatigued
2657,31,6,376356,1.909,2.686,0.527,6.371,2.677,34.7,No,Resting,64.36,Distracted
2658,14,2,550901,4.189,1.657,6.198,1.37,0.15,14.1,No,Motor Imagery,16.7,Distracted
2659,20,1,3196,2.993,3.367,6.211,1.575,0.803,11.83,No,Motor Imagery,67.03,Fatigued
2660,18,2,501072,2.528,5.568,6.417,1.53,1.434,15.99,Yes,Resting,39.15,Fatigued
2661,29,6,512191,1.785,4.018,7.475,7.381,1.011,20.83,No,Motor Imagery,46.31,Distracted
2662,6,4,226009,1.841,1.451,1.384,1.846,3.854,34.78,No,Visual Stimulus,92.16,Focused
2663,32,6,435132,2.224,4.255,2.24,4.943,2.641,32.24,No,Cognitive Load,36.0,Distracted
2664,29,9,532860,4.26,2.85,7.278,3.891,1.258,34.79,No,Cognitive Load,61.2,Focused
2665,43,10,506528,4.852,3.753,1.829,5.73,3.726,14.52,No,Motor Imagery,36.35,Fatigued
2666,2,10,421441,2.474,4.537,5.617,7.212,2.988,25.77,No,Cognitive Load,9.47,Focused
2667,23,8,570141,2.27,3.332,4.478,7.005,1.21,14.91,No,Cognitive Load,45.35,Fatigued
2668,19,1,116074,4.309,4.977,1.124,5.397,1.578,8.82,No,Cognitive Load,59.71,Focused
2669,31,8,453112,2.421,4.472,2.639,4.911,0.878,28.95,No,Visual Stimulus,40.75,Fatigued
2670,5,9,567497,2.984,3.883,4.403,4.279,3.887,10.0,Yes,Visual Stimulus,39.07,Relaxed
2671,19,6,490391,1.539,1.329,6.893,8.688,2.117,28.37,No,Cognitive Load,82.04,Relaxed
2672,34,10,411267,3.846,5.098,5.807,3.643,3.595,27.68,No,Resting,2.97,Distracted
2673,10,5,253516,2.894,5.647,5.164,2.964,1.451,33.36,Yes,Resting,29.56,Distracted
2674,25,6,453372,4.141,1.253,4.22,7.561,3.457,9.88,No,Resting,81.18,Fatigued
2675,2,6,376826,4.013,3.185,2.74,3.918,0.31,32.42,No,Visual Stimulus,92.05,Focused
2676,11,9,57175,1.468,1.924,1.394,8.546,3.93,39.97,No,Visual Stimulus,41.23,Fatigued
2677,50,4,101551,3.72,4.65,3.568,3.615,3.657,34.79,No,Visual Stimulus,88.88,Relaxed
2678,31,2,392761,4.1,4.469,0.714,7.168,1.516,31.31,Yes,Visual Stimulus,19.89,Relaxed
2679,15,9,510491,2.057,1.275,2.083,0.929,3.121,28.18,No,Cognitive Load,22.14,Fatigued
2680,9,2,581154,1.277,5.324,3.744,4.163,3.034,19.76,No,Visual Stimulus,84.62,Relaxed
2681,23,10,117752,0.512,1.495,3.64,3.761,3.615,30.57,Yes,Cognitive Load,90.33,Distracted
2682,19,9,253564,2.529,4.885,0.832,8.258,1.298,30.35,No,Resting,22.28,Fatigued
2683,9,2,293257,2.086,3.013,4.918,9.687,1.916,27.1,No,Cognitive Load,5.93,Distracted
2684,35,8,539689,2.997,2.305,4.623,4.878,3.473,32.87,Yes,Resting,9.03,Distracted
2685,21,9,215432,1.346,1.37,1.086,8.336,3.136,20.71,No,Visual Stimulus,26.14,Distracted
2686,9,10,430779,4.368,1.422,7.574,7.147,1.635,9.24,No,Resting,76.14,Relaxed
2687,28,9,165486,1.66,4.14,1.245,9.69,3.398,24.57,Yes,Resting,51.0,Focused
2688,46,10,333636,1.519,3.527,6.911,8.206,0.283,14.28,No,Cognitive Load,45.56,Focused
2689,7,9,210536,2.663,1.171,0.502,1.236,3.15,18.46,No,Resting,58.41,Focused
2690,16,2,76693,2.745,1.12,7.117,7.276,0.906,5.61,Yes,Motor Imagery,89.02,Distracted
2691,16,4,35135,1.468,0.898,0.648,5.587,1.216,18.4,No,Resting,9.04,Fatigued
2692,33,7,465448,1.723,4.591,6.184,0.656,2.024,33.31,Yes,Visual Stimulus,69.47,Distracted
2693,4,2,136262,1.264,4.415,3.213,2.887,1.854,24.0,Yes,Resting,92.68,Distracted
2694,4,1,594487,3.733,0.821,6.037,9.257,2.13,5.34,Yes,Motor Imagery,21.34,Fatigued
2695,39,3,4331,3.965,3.581,3.513,9.298,2.225,21.44,No,Cognitive Load,83.78,Focused
2696,40,4,517400,2.58,0.966,1.032,8.089,1.393,15.2,No,Resting,69.8,Focused
2697,17,8,183258,3.713,5.471,6.256,9.827,0.783,21.71,No,Motor Imagery,1.45,Focused
2698,37,6,290693,3.812,5.489,1.034,8.162,3.097,19.16,No,Visual Stimulus,23.16,Distracted
2699,39,2,212854,1.122,4.34,7.416,0.597,1.66,37.62,No,Visual Stimulus,60.58,Distracted
2700,29,9,550049,4.848,5.594,0.882,3.234,2.073,6.44,Yes,Cognitive Load,50.24,Relaxed
2701,36,2,504840,4.195,4.963,4.095,0.791,2.614,28.93,No,Visual Stimulus,52.79,Focused
2702,38,5,184544,1.42,5.057,5.923,1.394,3.648,34.79,Yes,Motor Imagery,23.19,Distracted
2703,39,4,350002,1.338,3.633,3.449,2.579,2.859,38.57,Yes,Resting,67.5,Relaxed
2704,50,7,84667,1.065,2.183,2.129,5.284,0.277,11.22,No,Motor Imagery,26.64,Distracted
2705,37,8,4677,1.123,1.698,6.193,8.552,3.37,23.6,Yes,Cognitive Load,38.94,Distracted
2706,35,5,204580,3.867,2.3,6.382,8.689,3.958,6.53,No,Resting,36.89,Focused
2707,7,10,130334,2.613,3.957,7.42,6.354,1.943,22.47,No,Motor Imagery,67.2,Fatigued
2708,27,5,474081,4.023,1.45,3.321,9.318,3.881,9.39,Yes,Cognitive Load,9.03,Distracted
2709,28,2,495784,3.858,1.923,4.297,5.251,2.235,34.33,No,Cognitive Load,20.55,Distracted
2710,22,8,363581,3.221,3.074,3.223,8.946,1.893,8.99,No,Resting,20.05,Distracted
2711,14,2,411811,3.589,1.782,2.428,4.814,1.392,22.97,No,Resting,10.84,Focused
2712,7,10,480675,0.583,3.738,6.133,3.134,2.664,23.24,No,Visual Stimulus,20.76,Distracted
2713,37,6,584436,1.903,5.577,3.047,9.206,0.996,39.01,No,Visual Stimulus,60.71,Relaxed
2714,22,8,599559,3.37,4.614,3.711,4.185,0.509,27.92,Yes,Resting,73.22,Focused
2715,5,6,558745,0.542,4.165,3.528,5.282,0.206,15.07,No,Visual Stimulus,66.03,Relaxed
2716,2,4,566819,0.648,3.705,5.845,3.624,1.24,13.43,No,Resting,47.52,Focused
2717,27,4,204335,4.333,3.184,7.383,6.797,1.644,9.49,No,Visual Stimulus,5.24,Distracted
2718,21,6,466516,3.578,1.526,5.501,9.953,2.253,31.48,No,Motor Imagery,95.9,Distracted
2719,38,4,194243,1.694,5.421,4.037,0.742,1.242,29.18,Yes,Cognitive Load,16.81,Relaxed
2720,15,8,512445,3.596,1.867,6.344,9.049,3.938,26.35,No,Resting,66.84,Relaxed
2721,21,9,257231,4.066,1.002,5.307,0.537,1.238,6.43,Yes,Resting,91.29,Focused
2722,10,1,570059,1.881,4.625,0.955,3.96,1.82,31.7,No,Resting,69.78,Focused
2723,23,4,590642,0.662,1.466,1.217,2.102,0.503,27.47,No,Motor Imagery,21.8,Fatigued
2724,39,4,558180,4.698,2.545,0.784,7.695,1.116,38.74,No,Cognitive Load,31.58,Fatigued
2725,5,2,202268,2.053,0.656,3.926,0.981,0.288,25.55,Yes,Visual Stimulus,3.02,Fatigued
2726,1,6,95057,0.979,1.254,6.694,5.758,2.282,15.64,Yes,Visual Stimulus,61.28,Distracted
2727,13,3,38409,2.713,1.453,2.848,3.302,3.029,18.35,No,Cognitive Load,61.3,Relaxed
2728,21,7,246889,3.958,0.799,3.381,1.77,0.863,11.15,No,Visual Stimulus,72.55,Relaxed
2729,26,5,427686,1.497,4.112,7.321,7.832,1.535,30.3,Yes,Resting,1.1,Fatigued
2730,50,4,149457,1.713,5.104,6.777,2.565,0.165,29.77,Yes,Cognitive Load,81.78,Fatigued
2731,45,5,416512,1.592,2.553,5.488,2.625,3.374,12.02,No,Motor Imagery,73.87,Focused
2732,21,8,323860,4.963,5.31,2.501,3.113,3.142,10.55,Yes,Cognitive Load,14.09,Fatigued
2733,18,3,26382,1.388,1.673,1.378,6.074,0.347,7.7,No,Resting,34.76,Relaxed
2734,37,7,76675,3.09,2.29,0.62,6.767,1.523,36.92,No,Cognitive Load,63.85,Focused
2735,45,6,546707,4.664,1.329,1.303,0.667,3.826,13.16,No,Motor Imagery,49.58,Fatigued
2736,32,1,81238,1.161,3.913,2.694,2.798,1.629,17.05,No,Motor Imagery,11.51,Distracted
2737,36,7,225825,4.869,2.809,4.638,4.594,2.152,14.82,No,Cognitive Load,8.73,Fatigued
2738,17,7,274541,4.764,3.873,0.98,3.654,1.485,19.48,No,Cognitive Load,78.15,Distracted
2739,35,1,320032,4.481,4.689,1.522,8.9,2.425,29.99,No,Visual Stimulus,15.6,Fatigued
2740,49,9,35169,1.466,3.501,1.858,7.983,3.915,35.47,No,Visual Stimulus,17.21,Focused
2741,11,6,586470,3.353,3.952,5.24,6.446,3.99,11.39,No,Resting,83.09,Distracted
2742,21,2,159413,3.924,5.644,5.118,3.711,3.121,29.02,No,Visual Stimulus,61.21,Distracted
2743,26,5,177216,4.937,2.145,4.631,7.156,1.677,17.34,Yes,Resting,60.47,Focused
2744,4,4,454988,1.312,2.475,2.379,8.515,2.028,39.32,Yes,Resting,47.93,Distracted
2745,34,7,79360,3.947,4.447,3.283,6.151,1.491,15.46,No,Cognitive Load,56.9,Focused
2746,48,8,537732,2.025,3.862,1.225,7.952,3.944,5.25,No,Visual Stimulus,60.18,Fatigued
2747,18,1,438863,1.29,1.482,2.198,7.616,2.86,23.05,No,Motor Imagery,96.78,Focused
2748,40,5,123662,2.396,2.569,7.233,5.932,1.851,10.28,No,Motor Imagery,22.3,Focused
2749,35,3,98843,4.072,3.073,7.848,3.466,0.147,6.56,No,Cognitive Load,21.46,Focused
2750,41,1,431599,2.592,2.807,5.357,7.585,2.13,29.44,No,Motor Imagery,5.72,Focused
2751,29,3,474768,2.919,1.481,7.376,2.465,3.937,30.63,Yes,Motor Imagery,65.82,Relaxed
2752,29,6,225121,4.978,5.584,5.321,7.905,2.14,21.12,No,Cognitive Load,54.9,Distracted
